timestamp,publisher,name,version,status,error,repo_url
2025-05-05T09:42:59.882267,ms-python,debugpy,2025.6.0,Success,,https://github.com/microsoft/vscode-python-debugger.git
2025-05-05T09:42:59.880613,ms-python,vscode-pylance,2025.4.102,Success,,https://github.com/microsoft/pylance-release.git
2025-05-05T09:43:01.740129,ms-toolsai,jupyter-keymap,1.1.2,Success,,https://github.com/Microsoft/vscode-jupyter-keymap.git
2025-05-05T09:42:59.881398,ms-toolsai,jupyter,2025.4.2025050101,Success,,https://github.com/Microsoft/vscode-jupyter.git
2025-05-05T09:43:02.204139,ms-toolsai,jupyter-renderers,1.1.2025012901,Success,,https://github.com/Microsoft/vscode-notebook-renderers.git
2025-05-05T09:43:02.577050,ritwickdey,LiveServer,5.7.9,Success,,https://github.com/ritwickdey/vscode-live-server.git
2025-05-05T09:43:05.652889,ms-toolsai,vscode-jupyter-cell-tags,0.1.9,Success,,https://github.com/Microsoft/vscode-jupyter-cell-tags.git
2025-05-05T09:43:07.011942,ms-toolsai,vscode-jupyter-slideshow,0.1.6,Success,,https://github.com/Microsoft/vscode-jupyter-slideshow.git
2025-05-05T09:43:03.031589,esbenp,prettier-vscode,11.0.0,Success,,https://github.com/prettier/prettier-vscode.git
2025-05-05T09:43:08.486924,redhat,java,1.42.2025041008,Success,,https://github.com/redhat-developer/vscode-java.git
2025-05-05T09:43:08.450441,ms-vscode,cmake-tools,1.21.21,Success,,https://github.com/microsoft/vscode-cmake-tools.git
2025-05-05T09:42:59.881847,ms-vscode,cpptools,1.25.3,Success,,https://github.com/Microsoft/vscode-cpptools.git
2025-05-05T09:43:11.561444,twxs,cmake,0.0.17,Success,,https://github.com/twxs/vs.language.cmake.git
2025-05-05T09:43:05.298528,VisualStudioExptTeam,vscodeintellicode,1.3.2,Success,,https://github.com/MicrosoftDocs/intellicode.git
2025-05-05T09:43:12.726345,dbaeumer,vscode-eslint,3.0.13,Success,,https://github.com/Microsoft/vscode-eslint.git
2025-05-05T09:43:11.553172,ms-azuretools,vscode-docker,1.29.6,Success,,https://github.com/microsoft/vscode-docker.git
2025-05-05T09:43:15.109269,vscjava,vscode-java-debug,0.58.2025042405,Success,,https://github.com/Microsoft/vscode-java-debug.git
2025-05-05T09:42:59.880004,ms-python,python,2025.5.2025042501,Success,,https://github.com/Microsoft/vscode-python.git
2025-05-05T09:43:17.359783,eamodio,gitlens,2025.5.502,Success,,https://github.com/gitkraken/vscode-gitlens.git
2025-05-05T09:43:20.463785,vscjava,vscode-maven,0.44.2024072906,Success,,https://github.com/Microsoft/vscode-maven.git
2025-05-05T09:43:12.311333,ms-vscode,cpptools-themes,2.0.0,Success,,https://github.com/Microsoft/vscode-cpptools.git
2025-05-05T09:43:15.058124,ms-vscode,cpptools-extension-pack,1.3.1,Success,,https://github.com/microsoft/vscode-cpptools.git
2025-05-05T09:43:24.683919,GitHub,copilot,1.312.0,Failed,No GitHub URL found in properties,
2025-05-05T09:43:22.850592,vscjava,vscode-java-test,0.43.2025040304,Success,,https://github.com/Microsoft/vscode-java-test.git
2025-05-05T09:43:22.904370,vscjava,vscode-java-dependency,0.24.1,Success,,https://github.com/Microsoft/vscode-java-dependency.git
2025-05-05T09:43:17.888601,VisualStudioExptTeam,intellicode-api-usage-examples,0.2.9,Success,,https://github.com/MicrosoftDocs/intellicode.git
2025-05-05T09:43:26.665668,formulahendry,code-runner,0.12.2,Success,,https://github.com/formulahendry/vscode-code-runner.git
2025-05-05T09:43:24.683958,vscjava,vscode-java-pack,0.29.2024091906,Success,,https://github.com/Microsoft/vscode-java-pack.git
2025-05-05T09:43:25.042332,ms-vscode-remote,remote-wsl,0.99.0,Success,,https://github.com/Microsoft/vscode-remote-release.git
2025-05-05T09:43:27.777422,GitHub,copilot-chat,0.27.2025050203,Success,,https://github.com/microsoft/vscode-copilot-release.git
2025-05-05T09:43:27.747469,ms-vscode-remote,remote-containers,0.412.0,Success,,https://github.com/Microsoft/vscode-remote-release.git
2025-05-05T09:43:25.653213,ms-dotnettools,csharp,2.74.24,Success,,https://github.com/dotnet/vscode-csharp.git
2025-05-05T09:43:33.599611,ecmel,vscode-html-css,2.0.13,Success,,https://github.com/ecmel/vscode-html-css.git
2025-05-05T09:43:32.295960,GitHub,vscode-pull-request-github,0.109.2025050213,Success,,https://github.com/Microsoft/vscode-pull-request-github.git
2025-05-05T09:43:35.433159,ms-python,isort,2025.1.11191009,Success,,https://github.com/microsoft/vscode-isort.git
2025-05-05T09:43:33.100577,ms-vscode-remote,remote-ssh,0.120.2025050115,Success,,https://github.com/Microsoft/vscode-remote-release.git
2025-05-05T09:43:37.216961,WakaTime,vscode-wakatime,25.0.1,Success,,https://github.com/wakatime/vscode-wakatime.git
2025-05-05T09:43:38.014484,formulahendry,auto-rename-tag,0.1.10,Success,,https://github.com/formulahendry/vscode-auto-rename-tag.git
2025-05-05T09:43:38.413245,redhat,vscode-yaml,1.18.0,Success,,https://github.com/redhat-developer/vscode-yaml.git
2025-05-05T09:43:30.459255,PKief,material-icon-theme,5.22.0,Success,,https://github.com/material-extensions/vscode-material-icon-theme.git
2025-05-05T09:43:34.752684,ms-vscode-remote,remote-ssh-edit,0.87.0,Success,,https://github.com/Microsoft/vscode-remote-release.git
2025-05-05T09:43:40.752685,xabikos,JavaScriptSnippets,1.8.0,Success,,https://github.com/xabikos/vscode-javascript
2025-05-05T09:43:40.432460,MS-vsliveshare,vsliveshare,1.0.5948,Success,,https://github.com/MicrosoftDocs/live-share
2025-05-05T09:43:40.695330,ms-dotnettools,vscode-dotnet-runtime,2.3.3,Success,,https://github.com/dotnet/vscode-dotnet-runtime.git
2025-05-05T09:43:43.852434,GitHub,github-vscode-theme,6.3.5,Success,,https://github.com/primer/github-vscode-theme.git
2025-05-05T09:43:41.642298,ms-vscode,remote-explorer,0.5.2025021709,Success,,https://github.com/Microsoft/vscode-remote-release.git
2025-05-05T09:43:39.257556,vscode-icons-team,vscode-icons,12.12.0,Success,,https://github.com/vscode-icons/vscode-icons.git
2025-05-05T09:43:45.053141,christian-kohler,path-intellisense,2.10.0,Success,,https://github.com/ChristianKohler/PathIntellisense.git
2025-05-05T09:43:46.005837,formulahendry,auto-close-tag,0.5.15,Success,,https://github.com/formulahendry/vscode-auto-close-tag.git
2025-05-05T09:43:43.014581,vscjava,vscode-gradle,3.17.2025040701,Success,,https://github.com/microsoft/vscode-gradle.git
2025-05-05T09:43:46.168252,bmewburn,vscode-intelephense-client,1.14.4,Success,,https://github.com/bmewburn/vscode-intelephense.git
2025-05-05T09:43:46.924056,dsznajder,es7-react-js-snippets,4.4.3,Success,,https://github.com/dsznajder/vscode-es7-javascript-react-snippets.git
2025-05-05T09:43:48.003288,batisteo,vscode-django,1.15.0,Success,,https://github.com/vscode-django/vscode-django.git
2025-05-05T09:43:47.194962,ms-vscode,PowerShell,2025.3.0,Success,,https://github.com/PowerShell/vscode-powershell.git
2025-05-05T09:43:46.874808,octref,vetur,0.37.3,Success,,https://github.com/vuejs/vetur.git
2025-05-05T09:43:49.638706,streetsidesoftware,code-spell-checker,4.0.48,Success,,https://github.com/streetsidesoftware/vscode-spell-checker.git
2025-05-05T09:43:51.088865,KevinRose,vsc-python-indent,1.21.0,Success,,https://github.com/kbrose/vsc-python-indent.git
